97.76412,88.29873,83.94922,84.29098,98.22561,86.3421,91.349255,97.041046,93.78434,94.98852,99.98119,92.30484,91.44306,68.518425,95.00559342,98.74004,84.40243,98.759415,98.16835,99.980644
90.64144,98.20621,97.84361,93.00226,92.15542,98.678214,94.11374,99.47428,90.5296,99.4924,98.891106,92.90676,100,98.78804,98.349337,96.760735,99.92523,96.49782,99.79171,94.85152
98.72951,91.12322,91.43232,89.11046,95.12234,91.32906,90.04354,99.2874,89.25301,86.11407,95.192986,99.02178,96.65926,99.69828,86.0452212,99.450264,95.322716,98.3547,98.11493,88.16611
99.52476,84.09432,82.34955,77.94496,94.11295,78.22683,82.22952,99.37675,94.97797,72.003674,96.247635,98.129295,96.44189,87.43429,82.229674,85.03206,96.92456,95.38956,97.63467,93.29436
0.15050684,0.635398,2.09422176,1.902414,0.08847827,1.2317473,0.726943445,0.27770537,0.23179688,0.950622,0.010274656,0.42478976,0.42340022,2.9613967,0.093025,0.05036666,0.6870054,0.09101453,0.040457953,0.0022016477
0.5504694,0.0354468,0.0139677,0.9937125,0.5584542,0.0736983,0.652954211,0.06436262,0.355863,0.09680035,0.063968986,0.297627,0,0.055210605,0.06143892,0.12628375,0.010052461,0.28120917,0.019179046,0.2595571
0.0656833,0.4575544,1.4938432,0.99962,0.146775,0.6728962,1.0004025,0.1627881,0.86559844,1.943912,0.19723003,0.07531008,0.3233702,0.02082309,1.083378,0.01589795,0.24497482,0.15441433,0.113832526,0.9030835
0.02772996,2.94305762,5.00345786,9.44825721,0.47956092,12.4464754,8.3349867,0.1215543,1.4200622,7.0455271,0.113904774,0.34361166,0.35457975,0.47410506,2.77826613,1.1822681,0.07524945,0.3779006,0.08990239,0.5264592
0.6891418,12.434764,27.339567,28.23421,8.534555,14.98236,8.394545,2.1955788,2.7513824,4.033895,10,12.94131,12.277621,10.45441,1.654921,15.491122,19.205227,11.422405,0.5947892,10.333333
14.036775,3.3409856,0.475024,13.043662,13.95962,6.354609,2.229523,18.105726,4.1482954,3.396511,9.992314,11.7297125,0,11.1192045,1.5582,11.311851,15.362416,3.339071,15.137893,3.1880324
10.343352,4.0899455,25.334862,19.594977,9.9244716,12.296214,8.1135683,2.1229167,14.129845,6.03862755,1.6162844,10.960722,22.934835,15.36647,6.44982,0.24423037,32.465015,2.0050194,32.791725,13.5124655
2.0118582,21.304984,37.496675,67.492387,12.004213,45.2054733,16.39865,11.852265,12.247196,20.339063,16.432474,17.18715,2.968802,16.68755,8.043427,14.9910755,10.517638,2.4138374,11.143706,3.0689034
177.87201,184.34467,148.043,171.11268,154.022786,160.4912,174.1156,145.28801,142.511,164.113967,159.511,162.089,159.50801,158.858,168.229,148.02101,189.895,215.22101,147.572,160.162
151.626,153.233,161.347,169.451,157.022,167.103467,161.022056,142.66101,169.22202,179.11048,154.658,157.05101,158.651,155.94601,172.2295,153.214,204.63101,209.32701,157.47401,182.578
155.688,150.101,158.495,173.901,153.026,180.430966,160.22311,142.99701,165.572,171.195621,171.12502,217.12901,231.44601,159.089,165.2347,179.539,198.47002,217.71101,180.895,169.53001
144.98001,152.21099,166.90534,188.02931,178.11369,172.0339,167.33601,163.65901,171.82301,173.22461,156.328,159.83301,158.73601,200.68102,169.1572,191.68301,211.417,224.794,153.21301,177.19402
