62.5,100,56.25,75,68.75,75,75,100,56.25,56.25,50,56.25,50,100,62.5,56.25,68.75,68.75,75,100,62.5,93.75,50,75,75,87.5,62.5,93.75,87.5
68.75,93.75,87.5,62.5,81.25,31.25,87.5,81.25,56.25,75,56.25,56.25,50,50,50,56.25,43.75,50,75,81.25,25,50,50,56.25,37.5,37.5,62.5,56.25,62.5
62.5,68.75,68.75,100,56.25,12.5,43.75,81.25,62.5,50,43.75,50,50,68.75,50,31.25,50,50,62.5,31.25,31.25,0,50,62.5,43.75,12.5,56.25,68.75,43.75
31.25,18.75,25,68.75,37.5,12.5,50,43.75,31.25,56.25,37.5,50,50,68.75,50,50,43.75,25,62.5,12.5,25,0,50,68.75,37.5,37.5,6.25,31.25,68.75
