6,6,5,4,6,3,3,4,4,4,10,4,6,2,5,4,8,4,6,5
8,9,9,8,8,9,9,9,10,8,10,5,9,8,8,9,10,6,6,8
7,7,8,8,8,7,7,9,6,7,10,4,6,8,5,8,8,6,5,7
8,7,8,7,7,5,5,8,7,4,9,3,7,6,4,6,10,7,6,6
